"ID"	"IntType"	"NRow"	"NCol"	"NLinks"	"Connectance"	"NComp"	"LargeCompSize"	"nLargeComp"	"SA_NMod"	"SA_Modularity"	"FG_NMod"	"FG_Modularity"	"FG_PNull"	"MS_congr"	"MS_mean"	"MS_sd"	"MS_pval"	"n_m6"	"n_m6_mod"	"mean_m6_mod"	"sd_m6_mod"	"p_m6_mod"	"n_m6_sect"	"mean_m6_sect"	"sd_m6_sect"	"p_m6_sect"	"n_m6_ms"	"mean_m6_ms"	"sd_m6_ms"	"p_m6_ms"	"LinkSct"	"LinkMod"	"LinkMot"
"293"	"M_PL_061_41"	"Pollination"	4	9	11	0.3056	2	10	1	3	0.45679	3	0.438272	0.125	1	0.71925	0.0895631844134289	0.006	0	0	0	0	1	0	0	0	1	0	0	0	1	0.8889	0.7778	0
"294"	"M_PL_061_42"	"Pollination"	6	11	16	0.2424	3	13	1	4	0.408163	4	0.385204	0.277	1	0.706125	0.0991575131835913	0	2	0	0	0	1	0	0.143	0.35	1	0	0	0	1	0.7857	0.6429	0.5
"295"	"M_PL_061_43"	"Pollination"	9	16	26	0.1806	2	23	1	5	0.5568	5	0.5312	0.196	1	0.68614	0.0618905643298247	0	4	3	0.023	0.15	0	3	0.393	0.745	0.038	3	0.01	0.1	0	0.92	0.8	0.36
"296"	"M_PL_061_44"	"Pollination"	10	11	23	0.2091	2	19	1	4	0.433884	4	0.416322	0.469	0.9	0.713083333333333	0.0500101480081061	0.004	6	0	0.047	0.274	1	3	1.239	1.581	0.262	0	0.02	0.14070529413629	1	0.8636	0.6818	0.5
"297"	"M_PL_061_45"	"Pollination"	11	23	50	0.1976	1	34	1	5	0.484	5	0.4672	0.155	0.91	0.667959761904762	0.0421365712919717	0	34	10	0.171	0.49	0	16	4.661	3.867	0.022	7	0.1	0.301511344577764	0	0.86	0.7	0.72
"298"	"M_PL_061_46"	"Pollination"	13	21	45	0.1648	1	34	1	6	0.499259	6	0.476049	0.393	0.9375	0.742610714285714	0.0448316946076468	0	20	6	0.093	0.323	0	18	5.029	4.375	0.003	4	0.05	0.21904291355759	0	0.9111	0.7333	0.5778
"299"	"M_PL_061_47"	"Pollination"	9	26	57	0.2436	2	33	1	5	0.374362	5	0.355867	0.428	1	0.72118	0.0322198288744912	0	103	5	0.491	1.08	0.015	46	25.406	16.207	0.117	5	0.66	1.22449742318795	0.02	0.8393	0.5714	0.8036
"300"	"M_PL_061_48"	"Pollination"	9	14	32	0.254	1	23	1	5	0.436523	5	0.411133	0.327	0.95	0.870943333333333	0.0156513960889394	0.013	14	2	0.038	0.211	0.002	14	7.844	3.631	0.015	2	0.04	0.196946385566932	0	0.9688	0.625	0.7812
"301"	"M_PL_062"	"Pollination"	456	1044	15255	0.032	1	1500	1	3	0.306837	8	0.264468	0	0.981420320822495	0.980703757896693	0.000251773216803751	0.005	565969	213251	20687.284	1274.032	0	495938	530642.368	15062.99	0.975	NA	NA	NA	NA	NA	NA	NA
"302"	"M_PL_063"	"Pollination"	55	9	123	0.2485	1	64	1	4	0.328971	4	0.309439	0.909	1	0.640241666666667	0.0307033426398757	0	605	42	2.945	5.474	0.001	181	147	69.93	0.332	42	3.3	7.45830159126477	0.01	0.7642	0.5935	0.7967
"303"	"M_PL_064"	"Pollination"	14	8	32	0.2857	1	22	1	5	0.387695	4	0.365723	0.456	0.9	0.72613	0.0514331456209755	0.004	28	1	0.064	0.268	0.06	9	4.976	4.983	0.201	1	0.05	0.21904291355759	0.05	0.8125	0.5625	0.8125
"304"	"M_PL_065"	"Pollination"	21	5	44	0.419	1	26	1	5	0.307851	4	0.274535	0.474	0.9	0.710351666666667	0.0511728877379364	0.001	72	0	0	0	1	14	15.871	10.394	0.525	0	0	0	1	0.7045	0.4773	0.8182
"305"	"M_PL_066"	"Pollination"	31	5	73	0.471	1	36	1	5	0.232877	4	0.196191	0.895	0.983333333333333	0.764922619047619	0.0307829012173777	0	348	0	0	0	1	98	62.582	53.064	0.177	0	0	0	1	0.6986	0.4247	0.9041
"306"	"M_PL_067"	"Pollination"	31	5	59	0.3806	1	36	1	3	0.32347	4	0.289141	0.619	1	0.613679258241758	0.0471747852681713	0	149	17	4.073	5.054	0.033	43	23.113	15.903	0.112	17	4.62	6.20651335943201	0.03	0.7627	0.661	0.7119
"307"	"M_PL_068"	"Pollination"	31	9	83	0.2975	1	40	1	4	0.311076	4	0.284657	0.764	0.928571428571429	0.948174603174603	0.00965916128089631	1	258	22	2.507	3.485	0.003	258	188.259	53.766	0.037	22	2.05	2.81186159982416	0	0.988	0.5542	0.8795
"308"	"M_PL_069_01"	"Pollination"	18	6	29	0.2685	1	24	1	4	0.444709	4	0.431034	0.375	1	0.677096031746032	0.0544643660827089	0	9	0	0.05	0.268	1	3	0.943	1.421	0.186	0	0.04	0.196946385566932	1	0.8276	0.6897	0.4828
"309"	"M_PL_069_02"	"Pollination"	10	4	16	0.4	1	14	1	3	0.402344	3	0.345703	0.426	1	0.709266666666667	0.085282487486194	0.001	6	6	0.212	0.705	0.003	6	1.056	1.542	0.044	6	0.28	0.865500380757229	0.01	0.9375	0.875	0.5
"310"	"M_PL_069_03"	"Pollination"	7	4	15	0.5357	1	11	1	4	0.235556	4	0.206667	0.583	1	0.7216875	0.11057828441456	0.007	12	0	0	0	1	0	0.749	0.895	1	0	0	0	1	0.6	0.4667	0.7333
"311"	"M_PL_070"	"Pollination"	8	8	41	0.6406	1	16	1	3	0.228435	3	0.175788	0.136	1	0.762907142857143	0.0401339800451949	0.001	159	22	4.494	3.174	0	52	45.318	18.28	0.353	22	4.49	3.31965374852574	0	0.7073	0.5366	1
"312"	"M_PL_071"	"Pollination"	44	8	89	0.2528	1	52	1	5	0.348567	6	0.313218	0.967	0.966666666666667	0.952981666666667	0.022993003168166	0.492	235	6	0.98	2.603	0.074	235	169.82	67.889	0.109	6	0.26	1.56101495084694	0.01	0.9888	0.5618	0.8202
"313"	"M_PL_072_01"	"Pollination"	39	67	188	0.0719	4	99	1	7	0.475809	9	0.462178	0.392	0.866479925303455	0.829275968720822	0.0102589877590566	0	299	54	0.719	1.271	0	189	142.694	48.061	0.182	30	0.32	0.763828739597001	0	0.8587	0.6359	0.7337
"314"	"M_PL_072_02"	"Pollination"	33	63	171	0.0823	2	94	1	5	0.482734	7	0.47282	0.312	0.916190476190476	0.911902857142857	0.0102495978934818	0.383	331	109	1.937	2.924	0	258	211.462	65.198	0.285	107	1.53	2.97957694780296	0	0.9353	0.7059	0.7588
"315"	"M_PL_072_03"	"Pollination"	38	79	241	0.0803	2	115	1	6	0.441823	7	0.420972	0.547	0.935606060606061	0.894700612785907	0.0113287744752266	0	683	109	2.781	3.608	0	488	426.177	111.003	0.323	98	2.06	2.89834505199157	0	0.9	0.625	0.8083
"316"	"M_PL_072_04"	"Pollination"	25	69	192	0.1113	2	92	1	4	0.411447	6	0.400674	0.582	0.799107142857143	0.577352002164502	0.0295933235955521	0	668	114	8.149	7.524	0	361	76.773	35.344	0	99	4.29	5.54557790887788	0	0.8168	0.6545	0.822
"317"	"M_PL_072_05"	"Pollination"	17	67	138	0.1212	2	82	1	6	0.425436	7	0.410784	0.882	0.878027065527066	0.754179179235797	0.0144129462490844	0	344	4	1.295	3.042	0.094	179	82.407	64.531	0.112	3	0.23	1.25412450850316	0.02	0.8248	0.5839	0.6788
"318"	"M_SD_001"	"Seed Dispersal"	7	21	50	0.3401	1	28	1	5	0.3248	5	0.2898	0.649	0.975	0.76724	0.0285365664457622	0	93	2	0.16	0.452	0.013	72	33.321	16.83	0.02	2	0.1	0.301511344577764	0	0.88	0.5	0.8
"319"	"M_SD_002"	"Seed Dispersal"	31	9	119	0.4265	1	40	1	4	0.220888	4	0.197973	0.704	0.883333333333333	0.827739583333333	0.024603561967259	0	1107	70	17.882	12.338	0.008	681	558.184	146.083	0.196	40	4.92	4.06184512981303	0	0.8403	0.479	0.9244
"320"	"M_SD_003"	"Seed Dispersal"	25	16	68	0.17	1	41	1	5	0.401817	5	0.378785	0.802	0.85	0.804616666666667	0.0135105563005482	0.007	90	6	0.466	0.947	0.005	45	31.315	18.752	0.243	5	0.25	0.625630994607957	0	0.8529	0.6029	0.75
"321"	"M_SD_004"	"Seed Dispersal"	34	20	95	0.1397	2	52	1	5	0.388977	7	0.350272	0.962	0.876923076923077	0.721816758241758	0.0299305387677275	0	239	24	1.007	1.91	0	26	57.871	38.538	0.789	4	0.51	0.858645868372245	0	0.6915	0.617	0.8085
"322"	"M_SD_005"	"Seed Dispersal"	25	13	49	0.1508	2	34	1	5	0.496219	5	0.484641	0.212	1	0.881741666666667	0.0155656020385238	0	23	5	0.081	0.335	0	23	14.127	5.36	0.073	5	0.1	0.389249472080761	0	0.9783	0.7174	0.6087
"323"	"M_SD_006"	"Seed Dispersal"	21	15	51	0.1619	2	34	1	4	0.4536	5	0.4248	0.519	0.90625	0.635982638888889	0.0503539767281171	0	43	10	0.461	1.157	0.003	29	4.878	4.362	0.001	9	0.4	1.28707639888456	0.01	0.88	0.72	0.7
"324"	"M_SD_007"	"Seed Dispersal"	72	7	143	0.2837	1	79	1	6	0.33454	6	0.311433	0.898	0.964285714285714	0.729288756613757	0.0385927719360919	0	917	1	1.134	4.425	0.198	434	316.842	168.767	0.268	0	0.32	1.29396423225043	1	0.8182	0.5175	0.7762
"325"	"M_SD_008"	"Seed Dispersal"	16	10	110	0.6875	1	26	1	3	0.126033	3	0.10376	0.649	0.9	0.886998941798942	0.00898055074475382	0.078	1432	101	41.074	14.089	0	770	783.249	135.019	0.52	55	19.79	7.86154815503533	0	0.7727	0.4364	1
"326"	"M_SD_009"	"Seed Dispersal"	7	18	38	0.3016	1	25	1	3	0.393352	3	0.390928	0.182	1	0.662342592592593	0.0392109070084407	0	42	10	0.817	1.34	0	35	8.644	7.488	0.006	10	0.7	1	0	0.9211	0.7368	0.6842
"327"	"M_SD_010"	"Seed Dispersal"	50	14	234	0.3343	1	64	1	5	0.273395	4	0.248311	0.057	0.803846153846154	0.653602294197031	0.0362218485998231	0	2801	409	37.019	25.854	0	1619	518.122	171.673	0	377	33.57	29.5290492138631	0	0.7778	0.5128	1
"328"	"M_SD_011"	"Seed Dispersal"	11	14	47	0.3052	1	25	1	4	0.355364	4	0.320281	0.399	0.875	0.667611111111111	0.0613409218739878	0.002	62	14	1.503	1.961	0.001	27	7.108	4.674	0.001	13	1.48	1.66654545013742	0	0.7447	0.6383	0.9574
"329"	"M_SD_012"	"Seed Dispersal"	35	29	146	0.1438	1	64	1	6	0.386376	6	0.363788	0.482	0.986111111111111	0.90355148046398	0.0135484904988948	0	512	48	2.336	3.368	0.001	498	336.948	82.831	0.005	47	1.99	2.40997506169251	0	0.9658	0.5685	0.8699
"330"	"M_SD_013"	"Seed Dispersal"	36	19	197	0.288	1	55	1	4	0.367389	4	0.337125	0	0.952380952380952	0.928112952836637	0.0248278225854986	0.016	1956	939	53.295	26.792	0	1816	1468.324	193.849	0.036	849	42.76	31.1597772323827	0	0.9492	0.7157	0.9797
"331"	"M_SD_014"	"Seed Dispersal"	16	17	121	0.4449	1	33	1	3	0.236186	3	0.187521	0.355	0.824074074074074	0.816703703703704	0.00960225569465512	0.405	1219	185	31.705	15.386	0	677	518.127	164.223	0.169	128	22.8	17.2175620935266	0	0.7851	0.562	1
"332"	"M_SD_015"	"Seed Dispersal"	5	27	86	0.637	1	32	1	3	0.182396	3	0.159749	0.157	0.871794871794872	0.844608391608392	0.0133952134633442	0.011	659	64	16.557	9.707	0	405	288.914	94.64	0.165	36	7.02	6.84308985677368	0	0.8023	0.5116	0.9884
"333"	"M_SD_016"	"Seed Dispersal"	24	61	500	0.3415	1	85	1	4	0.20606	4	0.18877	0.043	0.866935483870968	0.916890640273705	0.0159105951486132	0.998	21303	3338	691.521	219.955	0	18971	14979.051	1781.166	0.012	3236	638.49	203.898741704521	0	0.94	0.526	0.974
"334"	"M_SD_017"	"Seed Dispersal"	16	8	72	0.5625	1	24	1	3	0.201389	3	0.190104	0.188	0.905555555555556	0.669855555555556	0.0507838041552597	0	367	91	14.438	8.694	0	162	54.263	22.425	0.002	83	11.51	6.44713545348285	0	0.7083	0.5694	1
"335"	"M_SD_018"	"Seed Dispersal"	29	32	66	0.0711	5	53	1	7	0.618366	9	0.619147	0.141	0.957142857142857	0.645969047619048	0.0493794820058909	0	12	2	0.059	0.282	0.004	5	1.613	1.87	0.089	2	0.04	0.196946385566932	0	0.9194	0.7903	0.2903
"336"	"M_SD_019"	"Seed Dispersal"	169	40	666	0.0985	1	209	1	5	0.399857	6	0.386054	0	0.948260073260073	0.859383536693192	0.0136534841338616	0	9004	2158	116.645	71.105	0	7577	5883.039	880.091	0.014	2013	93.2	64.7913512123277	0	0.9159	0.6441	0.9054
"337"	"M_SD_020"	"Seed Dispersal"	25	33	150	0.1818	1	58	1	5	0.328489	5	0.305222	0.695	0.875784215784216	0.685219400599401	0.0191599682187874	0	854	55	4.046	4.357	0	526	176.53	89.47	0.003	51	1.65	2.26245151742239	0	0.8067	0.5133	0.9133
"338"	"M_SD_021"	"Seed Dispersal"	18	28	129	0.256	1	46	1	4	0.291208	4	0.257767	0.8	0.891826923076923	0.787789734162896	0.0186306867830853	0	783	111	15.949	13.438	0	535	312.679	107.614	0.029	103	14.22	13.4063003430808	0	0.845	0.5504	0.9457
"339"	"M_SD_022"	"Seed Dispersal"	207	110	1121	0.0492	1	317	1	7	0.382201	7	0.363419	0	0.905839117023328	0.933272161992914	0.00860407620040146	0.995	14651	2275	83.223	47.024	0	13732	10891.404	1501.962	0.012	2126	64.59	42.6834945508297	0	0.9527	0.5709	0.9179
"340"	"M_SD_023"	"Seed Dispersal"	15	8	38	0.3167	1	23	1	4	0.32964	5	0.272507	0.853	0.866071428571429	0.662080357142857	0.0547308801460655	0.003	57	4	0.415	0.858	0.009	15	8.829	7.846	0.186	2	0.28	0.667877687949378	0.04	0.7368	0.5789	0.7632
"341"	"M_SD_024"	"Seed Dispersal"	12	7	40	0.4762	1	19	1	3	0.25	4	0.226562	0.461	0.944444444444444	0.740595238095238	0.021649676774095	0	80	11	1.713	1.714	0.002	48	23.759	11.06	0.028	8	1.63	2.26370126879485	0.03	0.8	0.575	0.95
"342"	"M_SD_025"	"Seed Dispersal"	7	6	22	0.5238	1	13	1	3	0.258264	3	0.205579	0.54	0.85	0.72165	0.0585518311245613	0.081	22	2	0.327	0.57	0.026	6	4.307	3.26	0.278	2	0.18	0.386122919665369	0	0.7273	0.5455	0.9545
"343"	"M_SD_026"	"Seed Dispersal"	3	3	6	0.6667	1	6	1	3	0.222222	3	0.166667	0.345	0.833333333333333	0.723333333333333	0.1568160002187	0.67	1	0	0	0	1	0	0	0	1	0	0	0	1	0.6667	0.5	0.6667
"344"	"M_SD_027"	"Seed Dispersal"	12	4	31	0.6458	1	16	1	3	0.176899	4	0.135796	0.669	0.833333333333333	0.648305555555556	0.0832919808049496	0.048	79	1	1.213	1.38	0.638	4	8.847	5.855	0.802	1	1.08	1.38301383678084	0.57	0.5484	0.4516	0.9032
"345"	"M_SD_028"	"Seed Dispersal"	8	5	26	0.65	1	13	1	4	0.16568	3	0.112426	0.788	0.9	0.860375	0.0440540403005233	0.277	62	1	0.769	1.03	0.475	25	28.071	10.752	0.698	0	0	0	1	0.7308	0.3846	0.9615
"346"	"M_SD_029"	"Seed Dispersal"	4	5	10	0.5	1	9	1	3	0.3	3	0.265	0.38	1	0.751	0.0686105758234	0.033	3	0	0	0	1	1	0.279	0.769	0.149	0	0	0	1	0.8	0.6	0.6
"347"	"M_SD_030"	"Seed Dispersal"	5	4	11	0.55	1	9	1	3	0.280992	3	0.231405	0.408	1	0.734444444444444	0.0970180339868406	0.02	6	1	0.1	0.3	0.1	3	0.888	1.37	0.296	1	0.13	0.337997668989631	0.13	0.8182	0.6364	0.7273
"348"	"M_SD_031"	"Seed Dispersal"	41	8	76	0.2317	1	49	1	5	0.421399	5	0.388764	0.603	0.921804511278196	0.681746153261943	0.0382983322629408	0	159	55	1.272	4.075	0	76	31.309	24.425	0.049	36	0.73	2.68122917688695	0	0.8158	0.7105	0.6974
"349"	"M_SD_032"	"Seed Dispersal"	4	19	33	0.4342	1	23	1	4	0.352617	4	0.320018	0.301	0.895833333333333	0.651172916666667	0.0704109429776023	0.002	34	0	0	0	1	7	2.776	1.952	0.05	0	0	0	1	0.7576	0.5758	0.6364
"350"	"M_SD_033"	"Seed Dispersal"	13	11	53	0.3706	1	24	1	4	0.254895	5	0.219473	0.845	0.875	0.800513888888889	0.0374588380187982	0.028	181	18	3.417	3.884	0.007	116	64.967	34.554	0.086	17	3.35	3.84911113968622	0.01	0.8491	0.5472	0.9245
"351"	"M_SD_034"	"Seed Dispersal"	33	88	419	0.1443	1	121	1	6	0.310274	8	0.261311	0.998	0.994791666666667	0.917349085006108	0.0123174566059586	0	7437	926	56.469	35.019	0	7093	5450.218	863.662	0.01	914	53.23	39.1507975588614	0	0.969	0.5442	0.9069
"352"	"mclaughlin"	"Phage-Bacteria"	5	6	18	0.6	1	11	1	3	0.191358	3	0.162037	0.521	1	0.764777777777778	0.078670457560285	0.018	30	6	1.158	2.011	0.106	18	5.976	5.588	0.087	6	1.08	2.02349832086549	0.11	0.8333	0.6111	0.8333
"353"	"meyer"	"Phage-Bacteria"	24	26	314	0.5032	1	50	1	2	0.220151	4	0.122997	0.792	0.860576923076923	0.561778846153846	0.0465776439120628	0	12051	3136	1277.619	204.939	0	3735	771.893	214.262	0	2277	495.1	147.225004738332	0	0.6752	0.6815	1
"354"	"middelboe"	"Phage-Bacteria"	11	24	202	0.7652	1	35	1	3	0.08406	3	0.063756	0.867	0.898550724637681	0.635995445134576	0.0385412795565491	0	7726	2524	1302.9	345.667	0.002	459	272.019	62.304	0	4	6.57	3.85404156226115	0.69	0.396	0.6188	1
"355"	"miklic"	"Phage-Bacteria"	18	14	70	0.2778	3	28	1	3	0.378028	4	0.357807	0.004	1	0.786337301587302	0.028764201114599	0	331	321	19.125	15.327	0	327	119.562	50.989	0	321	19.16	15.1475703955746	0	0.9706	0.9118	0.9265
"356"	"mizoguchi"	"Phage-Bacteria"	7	4	21	0.75	1	11	1	2	0.14966	4	0.078231	0.8	0.8	0.818083333333333	0.0119290412123719	1	41	7	2.903	1.476	0.021	22	14.687	4.997	0.19	6	1.72	1.46390925368696	0.05	0.7619	0.619	0.9524
"357"	"owensmith"	"Food Webs"	22	5	88	0.8	1	27	1	3	0.100981	4	0.054558	0.781	0.888888888888889	0.887933333333333	0.0392693652006592	0.657	1094	88	47.232	11.036	0	577	543.306	66.023	0.362	78	35.36	12.2487022606767	0.01	0.7727	0.4545	0.9773
"358"	"pantucek"	"Phage-Bacteria"	88	4	322	0.9148	1	92	1	3	0.05347	3	0.026383	0.458	0.904761904761905	0.934595618612742	0.0279181789134251	0.877	16952	45	33.363	9.189	0.262	7912	7703.043	618.07	0.267	45	34.35	9.09253773290177	0.29	0.7391	0.3043	0.9876
"359"	"PAS"	"Seed Dispersal"	24	6	45	0.3125	1	30	1	4	0.389136	4	0.368642	0.339	0.9375	0.692897023809524	0.0421740045858987	0	45	6	0.611	1.215	0.016	20	8.371	6.807	0.077	6	0.74	1.53491354673792	0.03	0.8222	0.6444	0.7333
"360"	"paterson"	"Phage-Bacteria"	93	5	267	0.5742	1	98	1	4	0.183254	3	0.165257	0.186	1	0.805969671052632	0.0157373789220825	0	6443	190	38.064	41.906	0.003	4618	2534.68	963.979	0.003	190	37.94	39.0482271096146	0	0.8352	0.4232	0.9401
"361"	"Pol_Junker2013"	"Pollination"	53	248	530	0.0403	3	296	1	9	0.539285	12	0.538048	0.018	0.911292236768025	0.898753382393526	0.00434938207979426	0.001	1723	186	2.774	3.707	0	1403	1247.757	245.593	0.302	159	2.38	3.91263170624158	0	0.9393	0.6641	0.6433
"362"	"Pol_Weiner2011"	"Pollination"	82	517	1813	0.0428	1	599	1	5	0.373489	7	0.350523	0.546	0.968229166666667	0.969106090646806	0.001908427116686	0.695	59545	7578	527.126	249.736	0	54278	45980.408	8603.196	0.148	6767	397.16	232.34295097697	0	0.941	0.5996	0.8555
"363"	"poullain"	"Phage-Bacteria"	24	23	107	0.1938	1	47	1	5	0.375491	5	0.337104	0.56	0.909090909090909	0.872900454545455	0.00645078706589142	0	157	33	0.809	1.184	0	107	89.262	20.867	0.219	31	0.51	0.958692291139816	0	0.8879	0.5794	0.9065
"364"	"quiberoni"	"Phage-Bacteria"	20	11	89	0.4045	1	31	1	3	0.376215	3	0.371481	0	0.928571428571429	0.816563492063492	0.0422417304553138	0.002	582	480	38.595	20.09	0	516	266.629	80.495	0.002	446	30.95	18.2376982199958	0	0.8876	0.8539	0.9775
"365"	"radloffanddutoit"	"Food Webs"	18	4	48	0.6667	1	22	1	3	0.182726	4	0.123915	0.635	1	0.820287037037037	0.0336825227909025	0.001	222	21	4.982	4.286	0.012	87	75.983	26.477	0.3	21	5.6	4.3391569259803	0.01	0.7292	0.5208	0.9167
"366"	"rybniker"	"Phage-Bacteria"	15	14	70	0.3333	1	29	1	3	0.333469	3	0.324898	0.013	1	0.746732142857143	0.0259257246031955	0	346	190	11.307	16.216	0	256	91.664	69.798	0.034	190	9.94	13.9659181111329	0	0.8857	0.7714	0.9143
"367"	"SANT10"	"Pollination"	49	25	187	0.1527	1	74	1	6	0.322657	7	0.296834	0.985	0.916666666666667	0.918910353535354	0.00297414812229137	0.814	1160	45	3.127	3.53	0	859	829.035	172.339	0.442	31	2.39	3.58418242230549	0	0.8877	0.4759	0.8877
"368"	"seed"	"Phage-Bacteria"	10	6	31	0.5167	1	16	1	4	0.228928	5	0.182622	0.675	1	0.734708333333333	0.0536609337904187	0.001	72	2	0.193	0.4	0.002	26	15.729	9.531	0.15	2	0.27	0.446196043338474	0	0.7419	0.4516	0.9355
"369"	"stenholm"	"Phage-Bacteria"	24	22	348	0.6591	1	46	1	2	0.183413	3	0.143179	0	0.820075757575758	0.65219696969697	0.00386408316014451	0	18036	4213	2070.44	181.613	0	6094	2787.644	631.046	0	2268	1113.19	356.032988342202	0	0.6437	0.6408	1
"370"	"STI"	"Seed Dispersal"	31	31	182	0.1894	1	62	1	5	0.30736	5	0.281442	0.727	0.865789473684211	0.822697723475355	0.0160907406846984	0.004	1335	114	11.731	12.016	0	675	595.499	212.742	0.364	57	3.17	3.09465162609116	0	0.7912	0.522	0.9396
"371"	"sullivan"	"Phage-Bacteria"	20	44	148	0.1682	3	60	1	6	0.380841	6	0.36414	0.098	1	0.866438888888889	0.0186851809688772	0	924	313	12.951	13.913	0	917	526.058	154.204	0	313	14.02	14.3737836551708	0	0.9795	0.6644	0.863
"372"	"suttle"	"Phage-Bacteria"	6	7	11	0.2619	3	9	1	3	0.333333	3	0.308642	0.338	1	0.707166666666667	0.120027346764722	0.014	1	0	0.017	0.129	1	0	0.073	0.26	1	0	0.02	0.14070529413629	1	0.7778	0.6667	0.4444
"373"	"synott"	"Phage-Bacteria"	16	16	207	0.8086	1	32	1	4	0.084203	2	0.060445	0.593	1	0.90947380952381	0.029291512096331	0	7725	568	304.136	84.652	0	5509	5149.931	490.352	0.227	568	306.66	85.5452175309891	0	0.8599	0.3768	1
"374"	"wang"	"Phage-Bacteria"	8	7	11	0.1964	4	9	1	2	0.375	2	0.367188	0.265	1	0.652375	0.133932528899059	0.053	0	0	0	0	1	0	0	0	1	0	0	0	1	0.875	0.875	0
"375"	"wichels"	"Phage-Bacteria"	59	22	318	0.245	1	81	1	4	0.217278	5	0.202479	0.995	0.982142857142857	0.738211562560247	0.0125805259996228	0	9682	745	110.788	71.36	0	6251	2355.85	1335.456	0.003	628	122.58	74.3274464308393	0	0.8302	0.4748	0.9811
"376"	"zinno"	"Phage-Bacteria"	17	27	49	0.1068	3	40	1	6	0.661838	6	0.657764	0.014	1	0.655531746031746	0.0452342025212354	0	12	9	0.053	0.261	0	12	1.233	1.389	0	9	0.04	0.196946385566932	0	0.9787	0.8511	0.4894
